student_id,branch,cgpa,percentage,backlogs,aptitude_score,technical_skills,placed
STU1484,Information Technology,6.69,67.1,0,51.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1485,Artificial Intelligence & Data Science,8.41,79.4,0,88.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1486,Electrical Engineering,7.72,73.9,0,66.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1487,Computer Science & Engineering,8.29,75.1,0,84.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1488,Artificial Intelligence & Data Science,8.54,83.4,0,52.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1489,Information Technology,6.95,64.1,0,62.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1490,Information Technology,8.84,86.8,0,60.1,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1491,Artificial Intelligence & Data Science,7.17,70.3,2,51.4,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1492,Electronics & Communication,6.04,56.2,0,67.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1493,Information Technology,7.71,73.2,0,51.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1494,Computer Science & Engineering,8.0,76.0,0,61.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1495,Electrical Engineering,7.28,67.0,0,62.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1496,Electronics & Communication,7.12,70.8,0,75.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1497,Electronics & Communication,7.07,67.0,0,71.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1498,Information Technology,8.69,83.3,2,66.5,"Python, Django, PostgreSQL, Git",0
STU1499,Information Technology,7.89,76.0,0,39.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1500,Electrical Engineering,9.31,92.9,0,76.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1501,Computer Science & Engineering,7.95,73.4,1,55.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1502,Information Technology,7.22,67.6,0,40.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1503,Information Technology,8.22,77.7,0,52.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1504,Information Technology,5.0,50.0,0,83.4,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1505,Artificial Intelligence & Data Science,9.55,89.8,1,50.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1506,Artificial Intelligence & Data Science,9.95,91.5,0,71.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1507,Information Technology,7.91,74.4,0,71.9,"Python, Django, PostgreSQL, Git",1
STU1508,Artificial Intelligence & Data Science,8.08,76.0,0,73.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1509,Electronics & Communication,7.37,70.5,2,82.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1510,Artificial Intelligence & Data Science,6.4,59.5,0,59.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1511,Artificial Intelligence & Data Science,8.91,90.1,0,64.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1512,Information Technology,7.34,70.3,0,75.3,"Java, SQL, HTML, CSS, Problem Solving",1
STU1513,Information Technology,8.11,79.4,1,65.1,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1514,Artificial Intelligence & Data Science,8.05,70.6,1,77.2,"Python, SQL, React, Data Structures, Git, Docker",1
STU1515,Computer Science & Engineering,7.61,76.2,1,64.6,"C, C++, Embedded Systems, RTOS, Linux",1
STU1516,Computer Science & Engineering,6.55,63.0,0,54.4,"C, C++, Embedded Systems, RTOS, Linux",1
STU1517,Electronics & Communication,5.88,54.1,0,58.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1518,Information Technology,8.45,81.3,0,78.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1519,Information Technology,7.97,76.6,1,59.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1520,Computer Science & Engineering,8.71,84.2,1,72.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1521,Electrical Engineering,8.58,79.9,0,67.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1522,Computer Science & Engineering,6.66,63.0,0,56.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1523,Electronics & Communication,7.06,67.1,0,76.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1524,Information Technology,7.4,68.7,2,77.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1525,Artificial Intelligence & Data Science,8.43,79.8,0,58.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1526,Artificial Intelligence & Data Science,6.55,60.3,0,79.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1527,Computer Science & Engineering,7.19,65.2,0,66.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1528,Information Technology,7.47,71.5,0,87.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1529,Electrical Engineering,5.96,56.6,0,82.1,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1530,Information Technology,9.38,91.6,0,70.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1531,Information Technology,6.86,66.9,0,75.8,"Python, SQL, React, Data Structures, Git, Docker",1
STU1532,Artificial Intelligence & Data Science,8.57,86.9,0,73.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1533,Electrical Engineering,6.84,61.3,0,67.6,"Python, Django, PostgreSQL, Git",1
STU1534,Electrical Engineering,6.82,65.1,0,56.5,"C, C++, Embedded Systems, RTOS, Linux",1
STU1535,Electronics & Communication,8.63,80.7,0,68.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1536,Electronics & Communication,7.04,67.2,0,79.6,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1537,Information Technology,6.45,60.7,0,57.1,"Java, SQL, HTML, CSS, Problem Solving",1
STU1538,Electrical Engineering,6.88,67.1,0,71.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1539,Electrical Engineering,7.61,71.8,3,78.6,"C, C++, Embedded Systems, RTOS, Linux",0
STU1540,Electrical Engineering,7.69,71.9,0,33.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1541,Computer Science & Engineering,7.25,69.9,0,56.6,"Python, Django, PostgreSQL, Git",1
STU1542,Electronics & Communication,7.5,71.6,0,59.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1543,Computer Science & Engineering,7.05,66.1,1,70.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1544,Electrical Engineering,7.4,71.5,0,47.8,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1545,Information Technology,5.0,50.0,1,48.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1546,Electronics & Communication,6.9,68.5,0,72.6,"C, C++, Embedded Systems, RTOS, Linux",1
STU1547,Artificial Intelligence & Data Science,7.73,72.7,1,97.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1548,Information Technology,8.14,75.2,4,46.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1549,Computer Science & Engineering,8.3,81.4,0,79.3,"Python, Django, PostgreSQL, Git",1
STU1550,Information Technology,6.09,61.1,0,55.4,"Python, SQL, React, Data Structures, Git, Docker",1
STU1551,Electronics & Communication,8.1,75.2,2,48.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1552,Artificial Intelligence & Data Science,7.45,68.8,0,78.4,"C, C++, Embedded Systems, RTOS, Linux",1
STU1553,Electronics & Communication,6.84,61.9,0,52.1,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1554,Electronics & Communication,7.15,65.9,0,32.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1555,Artificial Intelligence & Data Science,7.19,68.2,0,68.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1556,Artificial Intelligence & Data Science,7.42,71.6,2,51.5,"Python, Django, PostgreSQL, Git",0
STU1557,Artificial Intelligence & Data Science,8.63,82.2,0,89.7,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1558,Electrical Engineering,8.14,78.5,0,63.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1559,Artificial Intelligence & Data Science,6.77,66.3,0,57.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1560,Information Technology,6.04,54.4,0,70.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1561,Computer Science & Engineering,7.46,72.2,0,77.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1562,Electronics & Communication,5.64,51.9,0,66.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1563,Information Technology,5.59,51.7,0,67.4,"Java, SQL, HTML, CSS, Problem Solving",0
STU1564,Artificial Intelligence & Data Science,7.42,71.0,0,50.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1565,Electrical Engineering,6.72,64.5,0,54.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1566,Computer Science & Engineering,6.18,59.2,4,75.0,"Python, SQL, React, Data Structures, Git, Docker",0
STU1567,Electronics & Communication,8.65,79.8,0,79.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1568,Computer Science & Engineering,7.14,68.8,0,81.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1569,Artificial Intelligence & Data Science,7.32,67.4,0,65.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1570,Information Technology,5.63,53.9,0,96.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1571,Electronics & Communication,7.41,72.1,1,59.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1572,Computer Science & Engineering,5.0,50.6,0,48.1,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1573,Electronics & Communication,7.11,68.4,0,73.2,"Python, Django, PostgreSQL, Git",1
STU1574,Electrical Engineering,5.64,54.5,0,96.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1575,Artificial Intelligence & Data Science,5.9,56.4,0,68.6,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1576,Information Technology,7.87,74.8,0,59.0,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1577,Artificial Intelligence & Data Science,7.94,73.5,3,79.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1578,Computer Science & Engineering,6.35,61.3,0,88.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1579,Artificial Intelligence & Data Science,7.79,75.2,0,65.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1580,Electronics & Communication,6.02,58.4,0,80.4,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1581,Information Technology,6.9,65.2,0,55.8,"Python, Django, PostgreSQL, Git",1
STU1582,Artificial Intelligence & Data Science,9.71,91.8,0,63.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1583,Computer Science & Engineering,6.69,60.9,0,45.6,"Python, Django, PostgreSQL, Git",1
STU1584,Electronics & Communication,5.35,52.8,1,58.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1585,Electrical Engineering,8.27,81.3,0,50.6,"C, C++, Embedded Systems, RTOS, Linux",1
STU1586,Information Technology,7.42,68.6,0,62.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1587,Electronics & Communication,8.15,74.3,0,95.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1588,Information Technology,9.18,87.4,0,55.4,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1589,Artificial Intelligence & Data Science,5.94,59.3,1,62.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1590,Electrical Engineering,5.8,55.1,0,50.5,"C, C++, Embedded Systems, RTOS, Linux",0
STU1591,Information Technology,7.8,73.4,0,74.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1592,Computer Science & Engineering,5.0,50.0,0,74.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1593,Electrical Engineering,7.84,76.6,0,78.4,"Python, Django, PostgreSQL, Git",1
STU1594,Electrical Engineering,5.44,52.3,0,60.9,"Java, SQL, HTML, CSS, Problem Solving",0
STU1595,Computer Science & Engineering,7.31,70.8,0,32.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1596,Electronics & Communication,6.2,56.7,0,77.5,"C, C++, Embedded Systems, RTOS, Linux",1
STU1597,Electrical Engineering,6.14,57.8,0,83.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1598,Artificial Intelligence & Data Science,8.71,80.8,0,61.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1599,Computer Science & Engineering,7.91,78.1,0,43.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1600,Information Technology,7.49,69.5,0,56.4,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1601,Electronics & Communication,7.97,76.9,0,69.5,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1602,Electronics & Communication,8.12,74.1,2,82.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1603,Information Technology,6.3,59.9,1,54.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1604,Electronics & Communication,8.07,76.3,0,75.5,"C, C++, Embedded Systems, RTOS, Linux",1
STU1605,Electrical Engineering,8.38,81.2,0,67.0,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1606,Information Technology,8.13,78.1,0,79.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1607,Information Technology,6.72,61.2,0,50.9,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1608,Electrical Engineering,7.88,76.4,0,74.4,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1609,Computer Science & Engineering,9.24,83.0,0,67.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1610,Computer Science & Engineering,8.17,79.3,1,63.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1611,Electronics & Communication,7.32,69.4,0,74.4,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1612,Artificial Intelligence & Data Science,8.38,80.8,0,75.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1613,Artificial Intelligence & Data Science,7.45,74.4,0,68.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1614,Electronics & Communication,7.94,74.4,2,37.9,"C, C++, Embedded Systems, RTOS, Linux",0
STU1615,Artificial Intelligence & Data Science,8.61,79.6,0,53.8,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1616,Electronics & Communication,8.57,82.6,0,77.6,"Java, SQL, HTML, CSS, Problem Solving",1
STU1617,Information Technology,5.9,56.2,0,59.0,"Python, SQL, React, Data Structures, Git, Docker",0
STU1618,Artificial Intelligence & Data Science,6.27,56.9,0,46.7,"Python, Django, PostgreSQL, Git",1
STU1619,Information Technology,8.62,80.5,0,65.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1620,Electronics & Communication,6.81,61.3,0,52.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1621,Electrical Engineering,8.76,84.3,3,65.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1622,Information Technology,8.63,84.9,0,63.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1623,Artificial Intelligence & Data Science,5.94,55.8,0,60.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1624,Computer Science & Engineering,7.78,73.8,0,68.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1625,Electrical Engineering,6.57,65.4,0,59.4,"Java, SQL, HTML, CSS, Problem Solving",1
STU1626,Electronics & Communication,5.37,50.0,0,47.0,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1627,Information Technology,6.68,60.0,2,66.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1628,Electrical Engineering,7.63,72.6,1,57.9,"Python, Django, PostgreSQL, Git",1
STU1629,Artificial Intelligence & Data Science,7.59,71.9,0,70.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1630,Electrical Engineering,9.24,90.5,0,49.8,"Java, SQL, HTML, CSS, Problem Solving",1
STU1631,Information Technology,8.31,81.3,0,82.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1632,Computer Science & Engineering,6.17,56.8,0,82.2,"Python, SQL, React, Data Structures, Git, Docker",1
STU1633,Artificial Intelligence & Data Science,7.7,72.7,0,71.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1634,Computer Science & Engineering,8.55,83.6,0,64.8,"Python, SQL, React, Data Structures, Git, Docker",1
STU1635,Electronics & Communication,7.35,69.2,0,45.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1636,Computer Science & Engineering,8.64,81.4,1,75.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1637,Electrical Engineering,6.28,57.9,0,66.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1638,Electronics & Communication,7.26,70.6,0,61.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1639,Artificial Intelligence & Data Science,5.63,53.5,0,66.8,"C, C++, Embedded Systems, RTOS, Linux",0
STU1640,Electrical Engineering,5.98,58.2,1,61.0,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1641,Information Technology,7.69,73.8,0,76.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1642,Electronics & Communication,6.54,60.7,4,55.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1643,Information Technology,6.48,65.0,0,63.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1644,Artificial Intelligence & Data Science,6.76,64.7,0,75.0,"C, C++, Embedded Systems, RTOS, Linux",1
STU1645,Computer Science & Engineering,7.92,72.4,0,70.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1646,Artificial Intelligence & Data Science,8.36,81.2,0,57.3,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1647,Electrical Engineering,7.44,71.0,0,78.7,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1648,Electronics & Communication,6.54,59.4,2,72.3,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1649,Information Technology,8.19,82.1,2,57.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1650,Electronics & Communication,6.73,67.4,0,95.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1651,Electrical Engineering,6.56,61.4,0,43.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1652,Electronics & Communication,7.43,66.7,0,67.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1653,Electronics & Communication,6.64,63.6,0,62.7,"Python, SQL, React, Data Structures, Git, Docker",1
STU1654,Artificial Intelligence & Data Science,6.02,58.8,0,64.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1655,Electrical Engineering,7.09,68.4,0,53.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1656,Electrical Engineering,8.03,78.2,0,63.4,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1657,Electrical Engineering,6.73,64.1,0,44.8,"Python, SQL, React, Data Structures, Git, Docker",1
STU1658,Electrical Engineering,5.91,53.5,0,74.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1659,Information Technology,8.0,73.7,1,48.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1660,Computer Science & Engineering,7.15,66.2,1,70.5,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1661,Information Technology,9.95,95.4,0,79.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1662,Artificial Intelligence & Data Science,7.86,75.9,0,96.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1663,Artificial Intelligence & Data Science,6.16,56.5,0,75.5,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1664,Artificial Intelligence & Data Science,6.94,65.3,0,81.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1665,Information Technology,8.41,79.3,1,73.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1666,Electronics & Communication,7.16,67.4,0,99.0,"C, C++, Embedded Systems, RTOS, Linux",1
STU1667,Artificial Intelligence & Data Science,7.88,74.6,4,59.7,"C, C++, Embedded Systems, RTOS, Linux",0
STU1668,Artificial Intelligence & Data Science,8.52,85.1,0,45.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1669,Electrical Engineering,5.33,52.8,2,82.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1670,Electrical Engineering,5.0,50.0,0,72.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1671,Electronics & Communication,8.42,80.5,0,55.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1672,Electronics & Communication,6.42,60.2,0,54.1,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1673,Artificial Intelligence & Data Science,8.12,76.9,1,70.5,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1674,Electrical Engineering,7.07,67.1,0,99.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1675,Electronics & Communication,6.18,56.5,2,79.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1676,Artificial Intelligence & Data Science,7.71,76.8,0,73.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1677,Electronics & Communication,7.83,70.2,2,65.4,"Java, SQL, HTML, CSS, Problem Solving",0
STU1678,Electronics & Communication,5.95,56.1,2,56.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1679,Electronics & Communication,7.33,69.1,0,81.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1680,Artificial Intelligence & Data Science,6.73,64.4,2,84.8,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1681,Electronics & Communication,6.86,63.0,0,58.4,"C, C++, Embedded Systems, RTOS, Linux",1
STU1682,Information Technology,6.71,63.4,2,59.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1683,Information Technology,5.0,50.1,0,81.6,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1684,Information Technology,8.12,74.9,0,65.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1685,Computer Science & Engineering,7.39,70.7,0,89.2,"Python, SQL, React, Data Structures, Git, Docker",1
STU1686,Computer Science & Engineering,7.9,78.0,0,77.9,"Python, Django, PostgreSQL, Git",1
STU1687,Computer Science & Engineering,8.27,76.3,0,68.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1688,Artificial Intelligence & Data Science,8.94,86.3,3,61.8,"Java, SQL, HTML, CSS, Problem Solving",0
STU1689,Electronics & Communication,6.87,66.0,0,71.1,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1690,Computer Science & Engineering,9.27,90.2,0,70.7,"Python, SQL, React, Data Structures, Git, Docker",1
STU1691,Electrical Engineering,8.44,80.0,0,51.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1692,Information Technology,6.47,60.2,1,52.7,"Python, SQL, React, Data Structures, Git, Docker",1
STU1693,Computer Science & Engineering,6.54,63.8,0,65.8,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1694,Information Technology,6.4,63.8,4,75.2,"Python, Django, PostgreSQL, Git",0
STU1695,Computer Science & Engineering,8.53,82.9,2,52.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1696,Electrical Engineering,7.59,73.2,0,51.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1697,Electronics & Communication,6.42,59.0,0,77.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1698,Electrical Engineering,8.33,76.7,0,75.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1699,Electrical Engineering,8.09,75.0,0,88.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1700,Computer Science & Engineering,7.78,70.8,0,69.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1701,Electronics & Communication,7.11,68.9,0,63.9,"Python, Django, PostgreSQL, Git",0
STU1702,Electronics & Communication,7.77,74.4,0,74.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1703,Information Technology,5.71,56.6,1,56.6,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1704,Artificial Intelligence & Data Science,6.28,59.2,0,67.4,"Java, SQL, HTML, CSS, Problem Solving",1
STU1705,Artificial Intelligence & Data Science,7.25,65.3,0,77.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1706,Information Technology,8.08,79.4,0,73.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1707,Computer Science & Engineering,8.6,83.6,0,72.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1708,Artificial Intelligence & Data Science,7.56,71.9,0,63.1,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1709,Electronics & Communication,9.12,83.9,1,60.3,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1710,Computer Science & Engineering,7.8,69.9,0,76.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1711,Information Technology,8.37,79.4,0,58.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1712,Artificial Intelligence & Data Science,6.24,62.2,0,95.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1713,Electrical Engineering,7.4,67.7,0,80.1,"Java, SQL, HTML, CSS, Problem Solving",1
STU1714,Computer Science & Engineering,8.75,86.5,2,75.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1715,Electronics & Communication,6.43,63.0,0,74.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1716,Information Technology,9.11,88.3,0,73.8,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1717,Electrical Engineering,7.91,73.2,0,99.0,"Python, Django, PostgreSQL, Git",1
STU1718,Artificial Intelligence & Data Science,7.67,70.6,0,73.4,"C, C++, Embedded Systems, RTOS, Linux",1
STU1719,Information Technology,7.18,64.7,1,83.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1720,Computer Science & Engineering,7.32,68.6,0,70.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1721,Electronics & Communication,6.57,63.1,0,79.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1722,Computer Science & Engineering,8.09,75.2,0,80.5,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1723,Electrical Engineering,6.71,64.3,0,69.0,"C, C++, Embedded Systems, RTOS, Linux",1
STU1724,Information Technology,6.83,64.5,0,65.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1725,Artificial Intelligence & Data Science,6.58,61.2,0,58.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1726,Electrical Engineering,6.86,64.6,0,64.4,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
